Kulbicki,MEOW,ID,NA_,Lon,Lat,Management,RetentC,RetentP,RetentR,RetentT,RetentC5,RetentP5,RetentR15,RetentT15,OutflowC5,OutflowP5,OutflowR15,OutflowT15,InflowC5,InflowP5,InflowR15,InflowT15,OutDegC5,OutDegP5,OutDegR15,OutDegT15,InDegC5,InDegP5,InDegR15,InDegT15,OutflowC,OutflowP,OutflowR,OutflowT,InflowC,InflowP,InflowR,InflowT,OutDegC,OutDegP,OutDegR,OutDegT,InDegC,InDegP,InDegR,InDegT,NetflowC5,NetflowR15,NetflowP5,NetflowT15,NetflowC,NetflowR,NetflowP,NetflowT,source_cell_id,cell_id,netflow,sovereign_state,protected,in_mpa,in_oecm,protection_class,n_cells,q25_netflow,q75_netflow,is_country_sink,is_country_source,is_wio_sink,is_wio_source
Western Indian,Western Indian Ocean,14099,V14099,57.72,-20.5,Fished,0,0,0,0,4,0,7,0,406,594,243,390,544,404,315,78,33,24,34,16,47,23,46,15,190,384,260,75,200,270,175,165,12,14,14,4,18,10,10,5,-0.145263158,-0.129032258,0.190380762,0.666666667,-0.025641026,0.195402299,0.174311927,-0.375,14099,CELL014099,-0.145263158,Mauritius,FALSE,FALSE,FALSE,Unprotected,34,-0.18728244825,0.07015758125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14101,V14101,57.32,-20.5,Fished,45,34,35,105,164,172,39,75,981,1146,430,633,1235,1342,357,588,40,28,41,33,41,25,45,19,400,470,425,525,410,240,200,465,20,15,15,7,22,8,8,7,-0.114620939,0.092757306,-0.078778135,0.036855037,-0.012345679,0.36,0.323943662,0.060606061,14101,CELL014101,-0.114620939,Mauritius,FALSE,FALSE,FALSE,Unprotected,34,-0.18728244825,0.07015758125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14102,V14102,55.64,-4.34,Fished,0,0,0,0,111,86,1,0,405,274,258,57,257,228,61,135,45,15,54,6,21,12,22,16,340,246,165,0,10,26,15,0,29,9,9,0,2,1,1,0,0.223564955,0.617554859,0.091633466,-0.40625,0.942857143,0.833333333,0.808823529,NA,14102,CELL014102,0.223564955,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14103,V14103,55.8,-4.42,Fished,0,0,0,0,51,0,0,0,337,228,220,66,258,36,47,48,49,20,56,3,25,9,18,10,275,78,45,0,10,52,30,0,23,3,3,0,2,2,2,0,0.132773109,0.647940075,0.727272727,0.157894737,0.929824561,0.2,0.2,NA,14103,CELL014103,0.132773109,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14104,V14104,55.88,-4.42,Fished,0,0,0,0,28,0,0,0,212,122,161,60,304,106,69,63,43,17,45,5,27,8,22,11,220,26,15,0,30,0,0,60,20,1,1,0,5,0,0,3,-0.178294574,0.4,0.070175439,-0.024390244,0.76,1,1,-1,14104,CELL014104,-0.178294574,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14105,V14105,55.64,-4.18,Fished,0,0,0,0,0,0,0,0,306,124,220,78,111,132,95,195,44,19,47,5,25,12,22,14,295,156,90,0,15,0,0,0,21,6,6,0,3,0,0,0,0.467625899,0.396825397,-0.03125,-0.428571429,0.903225806,1,1,NA,14105,CELL014105,0.467625899,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14106,V14106,55.72,-3.78,Fished,0,26,15,0,9,4,0,0,584,350,105,0,637,922,334,633,34,18,31,0,43,31,39,27,60,204,160,0,155,190,125,0,8,7,7,0,13,7,7,0,-0.043407043,-0.521640091,-0.449685535,-1,-0.441860465,0.122807018,0.035532995,NA,14106,CELL014106,-0.043407043,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14107,V14107,55.64,-3.78,Fished,5,28,20,0,4,2,8,0,840,608,165,0,669,922,268,435,34,17,33,0,41,21,35,30,110,216,190,0,80,404,260,15,11,7,7,0,8,15,15,1,0.11332008,-0.237875289,-0.205228758,-1,0.157894737,-0.155555556,-0.303225806,-1,14107,CELL014107,0.11332008,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14108,V14108,55.64,-3.86,Fished,0,0,0,0,8,20,0,0,781,416,122,0,525,622,336,549,26,14,25,0,45,35,44,28,35,102,105,0,280,132,80,105,3,3,3,0,20,5,5,6,0.196018377,-0.467248908,-0.198458574,-1,-0.777777778,0.135135135,-0.128205128,-1,14108,CELL014108,0.196018377,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14109,V14109,47.56,-9.78,Fished,0,28,20,0,0,0,0,0,664,390,134,0,454,588,318,639,34,21,36,0,45,31,41,26,75,186,165,0,190,302,205,15,12,6,6,0,13,11,11,1,0.18783542,-0.407079646,-0.202453988,-1,-0.433962264,-0.108108108,-0.237704918,-1,14109,CELL014109,0.18783542,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14110,V14110,47.72,-10.1,Fished,0,0,0,0,32,2,0,0,839,516,342,78,509,662,127,120,40,22,35,6,40,30,34,14,80,170,125,15,50,52,30,30,6,6,6,1,6,2,2,2,0.244807122,0.458422175,-0.123938879,-0.212121212,0.230769231,0.612903226,0.531531532,-0.333333333,14110,CELL014110,0.244807122,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14111,V14111,47.72,-10.02,Fished,0,0,0,0,14,0,20,0,864,694,256,102,522,370,366,75,44,22,33,5,39,18,38,12,165,244,210,0,80,0,0,0,17,8,8,0,10,0,0,0,0.246753247,-0.176848875,0.304511278,0.152542373,0.346938776,1,1,NA,14111,CELL014111,0.246753247,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14112,V14112,47.48,-9.78,Fished,0,26,15,0,23,34,1,0,858,892,317,72,709,604,241,216,42,25,34,3,41,20,38,15,170,324,260,0,65,338,295,75,13,11,11,0,8,11,11,2,0.095086152,0.136200717,0.192513369,-0.5,0.446808511,-0.063063063,-0.021148036,-1,14112,CELL014112,0.095086152,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14113,V14113,47.64,-9.78,Fished,0,0,0,0,2,0,0,0,175,86,172,24,313,68,59,117,43,15,42,3,29,14,20,14,240,78,45,0,25,26,15,15,18,3,3,0,4,1,1,1,-0.282786885,0.489177489,0.116883117,-0.659574468,0.811320755,0.5,0.5,-1,14113,CELL014113,-0.282786885,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14114,V14114,47.48,-9.7,Fished,5,0,0,0,35,0,5,0,766,492,211,108,497,696,112,105,39,21,31,4,36,21,33,13,60,80,50,0,75,104,60,15,7,3,3,0,9,4,4,1,0.212984956,0.306501548,-0.171717172,0.014084507,-0.111111111,-0.090909091,-0.130434783,-1,14114,CELL014114,0.212984956,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14115,V14115,46.52,-9.78,MPA,0,0,0,0,3,2,16,0,895,688,237,87,385,272,245,93,47,24,31,4,32,14,39,13,140,154,135,15,95,130,75,90,15,5,5,1,13,5,5,4,0.3984375,-0.01659751,0.433333333,-0.033333333,0.191489362,0.285714286,0.084507042,-0.714285714,14115,CELL014115,0.3984375,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14116,V14116,46.44,-9.46,MPA,0,0,0,0,0,2,0,0,747,926,428,363,360,550,62,27,98,60,119,35,23,20,13,2,805,2166,1615,45,5,28,20,0,80,76,76,3,1,1,1,0,0.349593496,0.746938776,0.254742547,0.861538462,0.987654321,0.975535168,0.974475843,1,14116,CELL014116,0.349593496,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14117,V14117,46.52,-9.46,MPA,40,32,30,165,18,48,20,9,787,1130,273,432,995,1370,363,567,37,35,34,28,39,27,41,20,175,166,165,240,650,398,295,3345,9,5,5,2,22,14,14,17,-0.116722783,-0.141509434,-0.096,-0.135135135,-0.575757576,-0.282608696,-0.411347518,-0.866108787,14117,CELL014117,-0.116722783,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14118,V14118,56.44,-4.82,Fished,5,28,20,0,88,114,10,9,867,1138,298,588,560,642,282,426,35,30,38,32,38,27,40,18,235,212,230,465,270,246,165,15,12,6,6,6,21,9,9,1,0.21513665,0.027586207,0.278651685,0.159763314,-0.069306931,0.164556962,-0.074235808,0.9375,14118,CELL014118,0.21513665,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14119,V14119,53.4,-5.06,Fished,10,46,65,15,31,40,1,0,713,734,299,594,989,680,287,168,40,30,41,34,39,28,33,8,230,126,115,285,260,950,1525,1620,17,4,4,5,21,17,17,16,-0.162162162,0.020477816,0.038189533,0.559055118,-0.06122449,-0.859756098,-0.765799257,-0.700787402,14119,CELL014119,-0.162162162,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14120,V14120,53.56,-5.62,Fished,0,26,15,0,4,2,20,33,662,754,273,531,802,614,283,261,44,34,45,32,35,27,29,14,165,184,160,240,160,184,110,15,14,6,6,6,14,7,7,1,-0.095628415,-0.017985612,0.102339181,0.340909091,0.015384615,0.185185185,0,0.882352941,14120,CELL014120,-0.095628415,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14121,V14121,53.32,-5.54,Fished,0,0,0,0,17,40,6,3,575,738,286,393,616,956,163,147,42,27,45,28,38,28,40,15,245,222,255,360,75,264,160,0,15,6,6,3,9,10,10,0,-0.034424853,0.273942094,-0.128689492,0.455555556,0.53125,0.228915663,-0.086419753,1,14121,CELL014121,-0.034424853,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14122,V14122,56.12,-7.22,Fished,0,26,15,0,7,0,50,69,668,680,228,159,680,806,503,663,42,23,36,10,44,30,40,16,195,230,225,435,150,208,120,15,16,7,7,2,17,8,8,1,-0.008902077,-0.37619699,-0.084791386,-0.613138686,0.130434783,0.304347826,0.050228311,0.933333333,14122,CELL014122,-0.008902077,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14123,V14123,56.28,-7.06,Fished,0,26,15,0,0,4,6,0,845,936,277,228,1012,1028,369,114,42,27,37,10,42,29,43,14,260,254,235,360,140,170,125,15,17,8,8,2,15,6,6,1,-0.089929995,-0.142414861,-0.046843177,0.333333333,0.3,0.305555556,0.198113208,0.92,14123,CELL014123,-0.089929995,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14124,V14124,56.12,-7.06,Fished,0,0,0,0,1,10,0,0,504,484,408,249,221,330,81,159,111,48,120,26,26,24,25,15,760,2440,1900,165,15,0,0,15,75,84,84,10,3,0,0,1,0.390344828,0.668711656,0.189189189,0.220588235,0.961290323,1,1,0.833333333,14124,CELL014124,0.390344828,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14125,V14125,56.12,-7.14,Fished,0,0,0,0,0,2,0,0,375,454,388,294,116,156,42,51,95,47,109,21,20,12,17,8,670,1692,1280,45,25,0,0,0,62,59,59,3,3,0,0,0,0.527494908,0.804651163,0.48852459,0.704347826,0.928057554,1,1,1,14125,CELL014125,0.527494908,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14126,V14126,56.36,-4.9,Fished,0,0,0,0,0,2,0,0,574,720,362,381,420,390,126,282,96,51,113,29,32,28,24,17,575,1634,1185,90,150,0,0,15,60,58,58,6,6,0,0,1,0.154929577,0.483606557,0.297297297,0.149321267,0.586206897,1,1,0.714285714,14126,CELL014126,0.154929577,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14127,V14127,56.36,-4.82,Fished,0,0,0,0,0,0,0,0,510,536,365,450,394,382,52,147,108,51,117,37,30,16,20,19,655,1708,1270,225,165,28,20,0,67,60,60,12,8,1,1,0,0.128318584,0.75059952,0.167755991,0.507537688,0.597560976,0.968992248,0.967741935,1,14127,CELL014127,0.128318584,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14128,V14128,56.52,-4.9,Fished,0,0,0,0,0,0,0,0,416,588,281,573,676,688,290,150,43,26,41,28,42,26,42,8,210,224,210,465,225,0,0,0,10,7,7,6,20,0,0,0,-0.238095238,-0.015761821,-0.078369906,0.585062241,-0.034482759,1,1,1,14128,CELL014128,-0.238095238,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14129,V14129,56.44,-4.9,Fished,0,0,0,0,54,84,6,18,461,534,274,213,819,1166,69,207,49,24,80,22,32,29,18,18,305,1280,900,75,10,130,75,15,29,46,46,4,1,5,5,1,-0.2796875,0.597667638,-0.371764706,0.014285714,0.936507937,0.846153846,0.815602837,0.666666667,14129,CELL014129,-0.2796875,Seychelles,TRUE,TRUE,FALSE,MPA only,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14130,V14130,55.32,-5.94,Fished,10,0,0,0,45,30,24,0,725,696,242,60,980,798,341,330,20,13,22,4,36,23,34,16,130,164,110,0,170,284,210,180,14,6,6,0,17,10,10,2,-0.149560117,-0.169811321,-0.068273092,-0.692307692,-0.133333333,-0.3125,-0.267857143,-1,14130,CELL014130,-0.149560117,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14131,V14131,55.24,-5.94,Fished,20,30,25,0,33,26,10,0,848,796,293,171,816,504,440,219,25,16,25,5,35,20,42,13,140,306,265,0,140,246,165,30,12,10,10,0,12,9,9,1,0.019230769,-0.200545703,0.224615385,-0.123076923,0,0.23255814,0.108695652,-1,14131,CELL014131,0.019230769,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14132,V14132,55.24,-5.86,Fished,0,0,0,0,1,0,0,0,234,98,205,21,91,84,73,117,47,16,50,3,22,12,24,15,185,184,110,0,15,52,30,0,16,7,7,0,2,2,2,0,0.44,0.474820144,0.076923077,-0.695652174,0.85,0.571428571,0.559322034,NA,14132,CELL014132,0.44,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14133,V14133,56.2,-7.06,Fished,0,0,0,0,76,16,12,0,389,212,266,33,250,94,130,105,44,14,60,5,23,11,26,16,220,320,200,0,20,28,20,0,21,12,12,0,3,1,1,0,0.217527387,0.343434343,0.385620915,-0.52173913,0.833333333,0.818181818,0.83908046,NA,14133,CELL014133,0.217527387,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14134,V14134,55.32,-6.02,Fished,5,0,0,0,97,80,0,0,882,614,341,54,731,822,71,66,45,21,38,3,36,29,23,8,105,234,185,0,40,346,265,30,15,8,8,0,6,12,12,2,0.093614383,0.655339806,-0.144846797,-0.1,0.448275862,-0.177777778,-0.193103448,-1,14134,CELL014134,0.093614383,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14135,V14135,55.24,-6.02,Fished,0,0,0,0,1,0,1,0,980,696,425,105,467,516,124,195,45,23,36,4,40,22,29,14,85,256,190,0,15,166,165,0,9,9,9,0,3,5,5,0,0.354526607,0.548269581,0.148514851,-0.3,0.7,0.070422535,0.213270142,NA,14135,CELL014135,0.354526607,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14136,V14136,51,-10.1,Fished,0,30,25,0,93,112,3,0,869,640,298,117,816,944,106,174,46,20,39,5,43,33,33,15,80,334,235,0,30,520,500,0,10,12,12,0,3,16,16,0,0.031454006,0.475247525,-0.191919192,-0.195876289,0.454545455,-0.360544218,-0.217798595,NA,14136,CELL014136,0.031454006,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14137,V14137,53.16,-5.78,Fished,0,30,25,0,28,0,1,0,912,678,384,18,858,1090,190,279,43,19,37,3,38,31,34,16,160,334,235,0,25,366,315,0,16,12,12,0,4,12,12,0,0.030508475,0.337979094,-0.233031674,-0.878787879,0.72972973,-0.145454545,-0.045714286,NA,14137,CELL014137,0.030508475,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14138,V14138,53.08,-5.78,Fished,0,26,15,0,89,58,22,12,822,652,403,144,605,612,303,324,37,22,41,9,35,27,35,23,155,438,295,15,165,230,175,15,17,16,16,1,11,8,8,1,0.152067274,0.141643059,0.03164557,-0.384615385,-0.03125,0.255319149,0.311377246,0,14138,CELL014138,0.152067274,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14139,V14139,53.08,-6.02,Fished,0,0,0,0,144,162,10,0,990,1128,282,81,704,532,256,288,41,20,42,6,39,26,39,21,85,216,140,30,265,142,105,0,8,8,8,2,17,5,5,0,0.168831169,0.048327138,0.359036145,-0.56097561,-0.514285714,0.142857143,0.206703911,1,14139,CELL014139,0.168831169,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14140,V14140,53,-6.02,Fished,0,0,0,0,6,8,8,42,673,896,251,567,670,846,216,225,37,31,38,32,40,28,39,13,230,208,170,360,50,372,230,0,15,7,7,4,8,14,14,0,0.002233805,0.074946467,0.028702641,0.431818182,0.642857143,-0.15,-0.282758621,1,14140,CELL014140,0.002233805,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14141,V14141,53.56,-5.7,Fished,5,0,0,0,27,2,1,3,599,758,265,597,620,524,273,63,40,32,44,32,38,25,32,7,255,322,305,435,160,132,80,0,10,10,10,5,19,5,5,0,-0.017227235,-0.014869888,0.182527301,0.809090909,0.228915663,0.584415584,0.418502203,1,14141,CELL014141,-0.017227235,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14142,V14142,53.64,-5.62,Fished,45,34,35,30,6,4,3,3,1050,1268,427,735,561,706,261,333,39,30,46,37,35,26,41,19,475,518,445,630,835,262,205,150,25,17,17,5,27,9,9,6,0.303538175,0.24127907,0.284701114,0.376404494,-0.27480916,0.369230769,0.328205128,0.615384615,14142,CELL014142,0.303538175,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14143,V14143,53.72,-5.62,Fished,20,44,60,0,60,0,12,24,783,1162,316,501,1090,920,392,579,34,21,36,25,42,24,40,16,385,438,395,480,340,312,280,90,22,14,14,5,19,10,10,5,-0.163908169,-0.107344633,0.11623439,-0.072222222,0.062068966,0.17037037,0.168,0.684210526,14143,CELL014143,-0.163908169,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14144,V14144,50.84,-10.1,Fished,5,0,0,0,3,0,16,51,697,650,226,240,877,1312,329,525,41,24,35,12,40,31,36,19,210,310,275,300,175,188,120,0,17,10,10,2,15,7,7,0,-0.114358323,-0.185585586,-0.337410805,-0.37254902,0.090909091,0.392405063,0.24497992,1,14144,CELL014144,-0.114358323,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14145,V14145,50.76,-10.1,Fished,0,0,0,0,24,0,0,0,520,450,190,357,452,272,168,186,38,26,29,27,51,23,47,23,195,262,205,255,355,144,110,165,16,9,9,6,20,5,5,8,0.069958848,0.061452514,0.246537396,0.314917127,-0.290909091,0.301587302,0.290640394,0.214285714,14145,CELL014145,0.069958848,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14146,V14146,50.84,-10.02,Fished,0,0,0,0,7,0,0,0,496,312,219,276,314,190,183,150,50,23,51,27,47,23,44,18,75,194,135,135,210,88,70,120,11,7,7,5,18,3,3,5,0.224691358,0.089552239,0.243027888,0.295774648,-0.473684211,0.317073171,0.375886525,0.058823529,14146,CELL014146,0.224691358,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14147,V14147,50.76,-10.02,Fished,0,0,0,0,1,0,0,0,826,722,230,204,850,682,342,90,46,23,45,24,37,19,35,6,145,210,125,75,175,140,100,30,18,8,8,4,17,5,5,2,-0.014319809,-0.195804196,0.028490028,0.387755102,-0.09375,0.111111111,0.2,0.428571429,14147,CELL014147,-0.014319809,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14148,V14148,52.84,-6.1,Fished,5,0,0,0,91,0,1,0,733,928,169,204,727,498,222,18,42,25,40,20,37,21,34,2,230,306,215,90,280,108,70,0,15,11,11,4,22,4,4,0,0.004109589,-0.135549872,0.301542777,0.837837838,-0.098039216,0.50877193,0.47826087,1,14148,CELL014148,0.004109589,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14149,V14149,50.68,-9.38,Fished,5,0,0,0,13,36,5,0,729,952,243,336,533,172,544,171,40,33,33,17,44,15,50,10,125,156,90,90,145,250,175,15,15,6,6,4,15,9,9,1,0.155309033,-0.382465057,0.693950178,0.325443787,-0.074074074,-0.320754717,-0.231527094,0.714285714,14149,CELL014149,0.155309033,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14150,V14150,55.96,-4.58,Fished,5,0,0,0,8,0,11,0,419,648,206,204,722,790,342,126,35,23,26,8,46,23,50,12,235,356,240,75,175,298,195,0,19,13,13,3,24,11,11,0,-0.265556529,-0.248175182,-0.098748261,0.236363636,0.146341463,0.103448276,0.088685015,1,14150,CELL014150,-0.265556529,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14151,V14151,55.72,-4.58,Fished,0,0,0,0,38,62,0,3,638,688,278,288,360,572,158,339,63,43,82,27,24,21,30,18,380,1144,810,90,70,0,0,0,42,41,41,4,6,0,0,0,0.278557114,0.275229358,0.092063492,-0.081339713,0.688888889,1,1,1,14151,CELL014151,0.278557114,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14152,V14152,56.2,-7.14,Fished,0,0,0,0,24,52,2,12,739,1004,307,348,779,1104,130,309,77,50,93,24,24,19,28,25,395,1292,930,60,5,0,0,0,43,46,46,2,1,0,0,0,-0.026350461,0.405034325,-0.04743833,0.059360731,0.975,1,1,1,14152,CELL014152,-0.026350461,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14153,V14153,56.2,-7.22,Fished,0,0,0,0,88,180,0,15,489,652,224,204,1175,1604,105,333,57,21,86,18,33,27,23,22,285,1358,945,90,5,52,30,15,34,49,49,3,1,2,2,1,-0.412259615,0.361702128,-0.421985816,-0.240223464,0.965517241,0.938461538,0.926241135,0.714285714,14153,CELL014153,-0.412259615,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14154,V14154,55.4,-5.86,Fished,0,0,0,0,1,0,1,3,805,798,281,282,161,226,100,276,64,27,74,23,20,13,23,17,275,1230,825,75,5,0,0,0,38,45,45,2,1,0,0,0,0.666666667,0.475065617,0.55859375,0.010752688,0.964285714,1,1,1,14154,CELL014154,0.666666667,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14155,V14155,55.32,-5.86,Fished,0,0,0,0,116,98,0,0,474,368,265,288,495,406,140,126,42,19,45,14,31,16,23,9,205,970,725,135,15,52,30,0,20,34,34,6,3,2,2,0,-0.021671827,0.308641975,-0.049095607,0.391304348,0.863636364,0.920529801,0.898238748,1,14155,CELL014155,-0.021671827,Seychelles,FALSE,FALSE,FALSE,Unprotected,100,-0.1249321165,0.322399054,FALSE,FALSE,FALSE,FALSE
